site_name_norm,imps,clicks,actions,spend,ctr,atr,cpc,cpa,vendor_impression_count,vendor_viewability_score
new36196.undertonebrandsafe.com,13,0,0,0.030,0.0000000000,0.0000000000,0,0,13,38.46
yourlive.tv,13,0,0,0.030,0.0000000000,0.0000000000,0,0,4,50.0
basketball.razzball.com,13,0,0,0.029,0.0000000000,0.0000000000,0,0,9,33.33
ifd.hawkeyenation.com,13,0,0,0.028,0.0000000000,0.0000000000,0,0,8,62.5
new33169.undertonebrandsafe.com,13,0,0,0.028,0.0000000000,0.0000000000,0,0,11,45.45
gossipgirl.alloyentertainment.com,13,0,0,0.027,0.0000000000,0.0000000000,0,0,13,23.08
wincustomize.com,13,0,0,0.025,0.0000000000,0.0000000000,0,0,10,20.0
powerpointstyles.com,13,0,0,0.025,0.0000000000,0.0000000000,0,0,9,22.22
sideofsneakers.com,13,0,0,0.024,0.0000000000,0.0000000000,0,0,13,30.77
emporiagazette.com,13,0,0,0.022,0.0000000000,0.0000000000,0,0,12,33.33
allbestmessages.com,13,0,0,0.021,0.0000000000,0.0000000000,0,0,9,11.11
lmgtfy.com,13,0,0,0.020,0.0000000000,0.0000000000,0,0,16,81.25
hd-rulez.info,13,0,0,0.019,0.0000000000,0.0000000000,0,0,11,9.09
celebutopia.net,13,0,0,0.018,0.0000000000,0.0000000000,0,0,11,18.18
mix108.com,13,0,0,0.017,0.0000000000,0.0000000000,0,0,13,7.69
worddictionary.co.uk,13,0,0,0.017,0.0000000000,0.0000000000,0,0,6,16.67
egglad.com,13,0,0,0.016,0.0000000000,0.0000000000,0,0,7,57.14
infowars.com,13,0,0,0.012,0.0000000000,0.0000000000,0,0,13,15.38
americansweethearts.yuku.com,13,0,0,0.005,0.0000000000,0.0000000000,0,0,10,10.0
ad.velmedia.net,1298,0,12,1.521,0.0000000000,0.0092449923,0,0.127,1231,15.43
stumbleupon.com,1297,1,7,4.314,0.0007710100,0.0053970702,4.314,0.616,1170,32.99
homeaway.com,129,0,1,0.517,0.0000000000,0.0077519380,0,0.517,113,18.58
ewrestlingnews.com,128,0,2,0.382,0.0000000000,0.0156250000,0,0.191,103,40.78
solecollector.com,127,0,2,0.455,0.0000000000,0.0157480315,0,0.228,109,12.84
savannahnow.com,127,0,1,0.614,0.0000000000,0.0078740157,0,0.614,116,27.59
wavy.com,127,0,0,1.071,0.0000000000,0.0000000000,0,0,122,29.51
interact.stltoday.com,127,0,0,0.611,0.0000000000,0.0000000000,0,0,187,7.49
126768.appnexus,1261,0,7,3.521,0.0000000000,0.0055511499,0,0.503,1178,17.32
mombrary.com,126,2,0,0.438,0.0158730159,0.0000000000,0.219,0,170,1.18
laineygossip.com,126,0,5,0.278,0.0000000000,0.0396825397,0,0.056,114,8.77
denver.cbslocal.com,126,0,3,0.808,0.0000000000,0.0238095238,0,0.269,123,13.82
vidbux.com,126,0,2,0.327,0.0000000000,0.0158730159,0,0.164,84,41.67
pjstar.com,126,0,1,0.673,0.0000000000,0.0079365079,0,0.673,130,13.08
ibnlive.in.com,126,0,0,0.505,0.0000000000,0.0000000000,0,0,104,38.46
lejeuneyardsales.com,126,0,0,0.354,0.0000000000,0.0000000000,0,0,90,1.11
zillow.com,1257,0,26,12.859,0.0000000000,0.0206841687,0,0.495,1240,22.58
examiner.com,1254,0,12,3.353,0.0000000000,0.0095693780,0,0.279,1141,23.31
blogs.discovermagazine.com,125,0,3,0.938,0.0000000000,0.0240000000,0,0.313,119,12.61
delivery.bluefinmediaads.com,125,0,0,0.781,0.0000000000,0.0000000000,0,0,18,5.56
minnesota.cbslocal.com,1248,0,14,8.186,0.0000000000,0.0112179487,0,0.585,998,9.12
rmgnews2.microsoftadvertisingexchange.com,1246,1,19,2.329,0.0008025682,0.0152487961,2.329,0.123,1133,28.86
thestate.com,124,0,5,0.383,0.0000000000,0.0403225806,0,0.077,85,36.47
rmgshopping3.microsoftadvertisingexchange.com,124,0,4,0.183,0.0000000000,0.0322580645,0,0.046,102,26.47
tastespotting.com,124,0,1,0.735,0.0000000000,0.0080645161,0,0.735,118,49.15
guildwars2guru.com,124,0,0,1.637,0.0000000000,0.0000000000,0,0,122,21.31
dailycamera.com,124,0,0,0.653,0.0000000000,0.0000000000,0,0,108,19.44
135974.appnexus,1238,0,12,5.284,0.0000000000,0.0096930533,0,0.440,1153,16.65
wtoc.com,123,0,2,0.538,0.0000000000,0.0162601626,0,0.269,105,18.1
footballscoop.com,123,0,1,0.550,0.0000000000,0.0081300813,0,0.550,99,15.15
tulsaworld.com,123,0,0,0.373,0.0000000000,0.0000000000,0,0,111,33.33
stardoll.com,123,0,0,0.322,0.0000000000,0.0000000000,0,0,122,42.62
sltrib.com,1222,1,13,8.587,0.0008183306,0.0106382979,8.587,0.661,825,10.18
pof.com,1220,0,8,4.796,0.0000000000,0.0065573770,0,0.600,1139,38.63
d1.openx.org,122,0,3,0.130,0.0000000000,0.0245901639,0,0.043,131,16.79
footytube.com,122,0,2,0.788,0.0000000000,0.0163934426,0,0.394,137,70.8
womansday.com,122,0,2,0.487,0.0000000000,0.0163934426,0,0.244,86,17.44
survivorsucks.com,122,0,0,0.642,0.0000000000,0.0000000000,0,0,115,11.3
pennlive.com,122,0,0,0.478,0.0000000000,0.0000000000,0,0,95,27.37
{techno.page_url},122,0,0,0.472,0.0000000000,0.0000000000,0,0,94,11.7
411answers.com,122,0,0,0.264,0.0000000000,0.0000000000,0,0,23,4.35
facebook6.vampires.zynga.com,122,0,0,0.197,0.0000000000,0.0000000000,0,0,100,4.0
kctv5.com,121,0,1,0.789,0.0000000000,0.0082644628,0,0.789,1022,15.46
everydayshouldbesaturday.com,121,0,1,0.661,0.0000000000,0.0082644628,0,0.661,93,6.45
chef-in-training.com,121,0,0,0.389,0.0000000000,0.0000000000,0,0,96,29.17
teenspot.com,121,0,0,0.312,0.0000000000,0.0000000000,0,0,116,56.03
bugcomic.com,121,0,0,0.292,0.0000000000,0.0000000000,0,0,102,8.82
digimogul.com,121,0,0,0.274,0.0000000000,0.0000000000,0,0,131,8.4
contests.covers.com,120,0,3,0.592,0.0000000000,0.0250000000,0,0.197,93,30.11
wiki.ffxiclopedia.org,120,0,0,0.985,0.0000000000,0.0000000000,0,0,88,21.59
losangeles.blockshopper.com,12,0,1,0.109,0.0000000000,0.0833333333,0,0.109,9,33.33
ohmyveggies.com,12,0,1,0.095,0.0000000000,0.0833333333,0,0.095,6,33.33
njherald.com,12,0,1,0.082,0.0000000000,0.0833333333,0,0.082,10,60.0
fmylife.com,12,0,1,0.068,0.0000000000,0.0833333333,0,0.068,12,41.67
coolspotters.com,12,0,1,0.062,0.0000000000,0.0833333333,0,0.062,13,23.08
chemistry.com,12,0,1,0.062,0.0000000000,0.0833333333,0,0.062,9,33.33
snagfilms.com,12,0,1,0.062,0.0000000000,0.0833333333,0,0.062,10,40.0
theleafchronicle.com,12,0,1,0.061,0.0000000000,0.0833333333,0,0.061,12,8.33
pizzazzerie.com,12,0,1,0.053,0.0000000000,0.0833333333,0,0.053,10,10.0
zagsblog.com,12,0,1,0.041,0.0000000000,0.0833333333,0,0.041,15,40.0
player.yowgo.com,12,0,1,0.025,0.0000000000,0.0833333333,0,0.025,10,40.0
uppermichiganssource.com,12,0,1,0.017,0.0000000000,0.0833333333,0,0.017,9,44.44
coolmaterial.com,12,0,0,0.150,0.0000000000,0.0000000000,0,0,8,37.5
tjrwrestling.com,12,0,0,0.146,0.0000000000,0.0000000000,0,0,11,36.36
wtnh.com,12,0,0,0.134,0.0000000000,0.0000000000,0,0,12,16.67
authspot.com,12,0,0,0.129,0.0000000000,0.0000000000,0,0,11,36.36
ads.localyokelmedia.com,12,0,0,0.120,0.0000000000,0.0000000000,0,0,10,50.0
kids.woot.com,12,0,0,0.107,0.0000000000,0.0000000000,0,0,10,10.0
realitytvworld.com,12,0,0,0.104,0.0000000000,0.0000000000,0,0,5,40.0
js2.wlxrs.com,12,0,0,0.099,0.0000000000,0.0000000000,0,0,8,37.5
theideadoorfiles.com,12,0,0,0.098,0.0000000000,0.0000000000,0,0,12,41.67
146277.appnexus,12,0,0,0.091,0.0000000000,0.0000000000,0,0,19,26.32
163235-69769-bizo.com,12,0,0,0.083,0.0000000000,0.0000000000,0,0,7,71.43
kbtx.com,12,0,0,0.082,0.0000000000,0.0000000000,0,0,12,25.0
forums.jetnation.com,12,0,0,0.082,0.0000000000,0.0000000000,0,0,12,41.67
dukereport.com,12,0,0,0.082,0.0000000000,0.0000000000,0,0,11,54.55
western-star.com,12,0,0,0.081,0.0000000000,0.0000000000,0,0,11,18.18
mbd.scout.com,12,0,0,0.081,0.0000000000,0.0000000000,0,0,10,10.0
abc27.com,12,0,0,0.080,0.0000000000,0.0000000000,0,0,5,20.0
217873-117832-bizo.com,12,0,0,0.079,0.0000000000,0.0000000000,0,0,12,25.0
magicvalley.com,12,0,0,0.079,0.0000000000,0.0000000000,0,0,10,30.0
webmailbb.netzero.net,12,0,0,0.077,0.0000000000,0.0000000000,0,0,12,25.0
savingsside-a.akamaihd.net,12,0,0,0.074,0.0000000000,0.0000000000,0,0,17,23.53
omahamorningblend.com,12,0,0,0.073,0.0000000000,0.0000000000,0,0,12,25.0
jg-tc.com,12,0,0,0.073,0.0000000000,0.0000000000,0,0,95,45.26
power965.com,12,0,0,0.071,0.0000000000,0.0000000000,0,0,12,58.33
flhockey.org,12,0,0,0.069,0.0000000000,0.0000000000,0,0,9,11.11
political-updates.com,12,0,0,0.069,0.0000000000,0.0000000000,0,0,9,11.11
sportsnetwork.com,12,0,0,0.067,0.0000000000,0.0000000000,0,0,12,25.0
styleite.com,12,0,0,0.067,0.0000000000,0.0000000000,0,0,7,14.29
thedailygopher.com,12,0,0,0.065,0.0000000000,0.0000000000,0,0,14,14.29
samachar.com,12,0,0,0.062,0.0000000000,0.0000000000,0,0,8,50.0
theracquet.net,12,0,0,0.062,0.0000000000,0.0000000000,0,0,14,7.14
cellphoneforums.net,12,0,0,0.062,0.0000000000,0.0000000000,0,0,9,11.11
blogs.independent.co.uk,12,0,0,0.062,0.0000000000,0.0000000000,0,0,9,55.56
countryliving.com,12,0,0,0.062,0.0000000000,0.0000000000,0,0,8,25.0
theactivetimes.com,12,0,0,0.062,0.0000000000,0.0000000000,0,0,9,66.67
kugowo.com,12,0,0,0.062,0.0000000000,0.0000000000,0,0,7,28.57
einthusan.com,12,0,0,0.061,0.0000000000,0.0000000000,0,0,15,46.67
the-review.com,12,0,0,0.060,0.0000000000,0.0000000000,0,0,5,20.0
fearthesword.com,12,0,0,0.058,0.0000000000,0.0000000000,0,0,9,22.22
recipebridge.com,12,0,0,0.058,0.0000000000,0.0000000000,0,0,10,60.0
wdam.com,12,0,0,0.057,0.0000000000,0.0000000000,0,0,12,41.67
theozone.net,12,0,0,0.056,0.0000000000,0.0000000000,0,0,14,35.71
photos.syracuse.com,12,0,0,0.056,0.0000000000,0.0000000000,0,0,8,37.5
catforum.com,12,0,0,0.056,0.0000000000,0.0000000000,0,0,12,58.33
thekitchenismyplayground.blogspot.com,12,0,0,0.055,0.0000000000,0.0000000000,0,0,8,12.5
thedepauw.com,12,0,0,0.055,0.0000000000,0.0000000000,0,0,12,25.0
mommahenskitchen.blogspot.com,12,0,0,0.051,0.0000000000,0.0000000000,0,0,8,50.0
theveteranssite.com,12,0,0,0.051,0.0000000000,0.0000000000,0,0,8,50.0
jobs.timesfreepress.com,12,0,0,0.050,0.0000000000,0.0000000000,0,0,11,72.73
thebatt.com,12,0,0,0.050,0.0000000000,0.0000000000,0,0,10,40.0
instructables.com,12,0,0,0.050,0.0000000000,0.0000000000,0,0,12,41.67
bollywoodhungama.com,12,0,0,0.049,0.0000000000,0.0000000000,0,0,25,44.0
allthatsfab.com,12,0,0,0.049,0.0000000000,0.0000000000,0,0,6,16.67
webmail.netzero.net,12,0,0,0.046,0.0000000000,0.0000000000,0,0,13,38.46
teardropwater.in,12,0,0,0.046,0.0000000000,0.0000000000,0,0,2,50.0
zynga.apps.facebook.com,12,0,0,0.046,0.0000000000,0.0000000000,0,0,14,28.57
videoegg.com,12,0,0,0.046,0.0000000000,0.0000000000,0,0,11,27.27
tsbmen.com,12,0,0,0.045,0.0000000000,0.0000000000,0,0,10,60.0
vmacandcheese.com,12,0,0,0.045,0.0000000000,0.0000000000,0,0,12,25.0
scoop.hoosiershq.com,12,0,0,0.044,0.0000000000,0.0000000000,0,0,11,9.09
162798-69715-bizo.com,12,0,0,0.043,0.0000000000,0.0000000000,0,0,10,40.0
money.cnn.com,12,0,0,0.043,0.0000000000,0.0000000000,0,0,11,9.09
vcstar.com,12,0,0,0.042,0.0000000000,0.0000000000,0,0,9,44.44
kittyflix.com,12,0,0,0.042,0.0000000000,0.0000000000,0,0,15,13.33
forum2.nexon.net,12,0,0,0.041,0.0000000000,0.0000000000,0,0,18,38.89
yellowpages.staradvertiser.com,12,0,0,0.041,0.0000000000,0.0000000000,0,0,8,12.5
entertainow.com,12,0,0,0.041,0.0000000000,0.0000000000,0,0,10,20.0
new37084.undertonebrandsafe.com,12,0,0,0.041,0.0000000000,0.0000000000,0,0,15,53.33
samandfuzzy.com,12,0,0,0.039,0.0000000000,0.0000000000,0,0,12,58.33
ps3news.com,12,0,0,0.039,0.0000000000,0.0000000000,0,0,11,54.55
bornrich.com,12,0,0,0.039,0.0000000000,0.0000000000,0,0,11,18.18
greenlitebites.com,12,0,0,0.037,0.0000000000,0.0000000000,0,0,6,33.33
prankpad.com,12,0,0,0.037,0.0000000000,0.0000000000,0,0,12,25.0
heavenlyhomemakers.com,12,0,0,0.037,0.0000000000,0.0000000000,0,0,18,16.67
homepage.cpaxrtb.ca,12,0,0,0.037,0.0000000000,0.0000000000,0,0,12,50.0
articles.dailypress.com,12,0,0,0.036,0.0000000000,0.0000000000,0,0,10,20.0
battlecreekenquirer.com,12,0,0,0.036,0.0000000000,0.0000000000,0,0,11,9.09
twitter.com,12,0,0,0.036,0.0000000000,0.0000000000,0,0,13,61.54
uk.mc1322.mail.yahoo.com,12,0,0,0.035,0.0000000000,0.0000000000,0,0,8,87.5
ecolatino.com,12,0,0,0.035,0.0000000000,0.0000000000,0,0,10,20.0
coolappsman.com,12,0,0,0.033,0.0000000000,0.0000000000,0,0,12,8.33
honeywerehome.blogspot.com,12,0,0,0.031,0.0000000000,0.0000000000,0,0,12,16.67
universalaudienceplatform41.com,12,0,0,0.031,0.0000000000,0.0000000000,0,0,8,37.5
southwestiowanews.com,12,0,0,0.031,0.0000000000,0.0000000000,0,0,11,27.27
firedoglake.ipower.com,12,0,0,0.030,0.0000000000,0.0000000000,0,0,13,7.69
comicvine.com,12,0,0,0.030,0.0000000000,0.0000000000,0,0,12,16.67
collegiatetimes.com,12,0,0,0.028,0.0000000000,0.0000000000,0,0,11,81.82
new30353.undertonebrandsafe.com,12,0,0,0.028,0.0000000000,0.0000000000,0,0,14,35.71
symptoms.webmd.com,12,0,0,0.028,0.0000000000,0.0000000000,0,0,12,25.0
oudaily.com,12,0,0,0.027,0.0000000000,0.0000000000,0,0,5,80.0
hothits957.cbslocal.com,12,0,0,0.026,0.0000000000,0.0000000000,0,0,12,8.33
147704.appnexus,12,0,0,0.025,0.0000000000,0.0000000000,0,0,35,54.29
new27046.undertonebrandsafe.com,12,0,0,0.025,0.0000000000,0.0000000000,0,0,10,20.0
cellofun.yuku.com,12,0,0,0.025,0.0000000000,0.0000000000,0,0,17,23.53
vacationrentals.com,12,0,0,0.025,0.0000000000,0.0000000000,0,0,8,25.0
new30398.undertonebrandsafe.com,12,0,0,0.025,0.0000000000,0.0000000000,0,0,11,54.55
everyjoe.com,12,0,0,0.025,0.0000000000,0.0000000000,0,0,2,50.0
comicbookresources.com,12,0,0,0.024,0.0000000000,0.0000000000,0,0,8,12.5
politicycle.com,12,0,0,0.024,0.0000000000,0.0000000000,0,0,28,7.14
destinationweddingmag.com,12,0,0,0.023,0.0000000000,0.0000000000,0,0,11,9.09
spanish.dictionary.com,12,0,0,0.022,0.0000000000,0.0000000000,0,0,9,55.56
itsoverflowing.com,12,0,0,0.022,0.0000000000,0.0000000000,0,0,11,27.27
awesomewasteoftime.com,12,0,0,0.021,0.0000000000,0.0000000000,0,0,11,45.45
145414.appnexus,12,0,0,0.021,0.0000000000,0.0000000000,0,0,12,91.67
helios.gamerdna.com,12,0,0,0.021,0.0000000000,0.0000000000,0,0,7,42.86
999thepoint.com,12,0,0,0.020,0.0000000000,0.0000000000,0,0,10,20.0
olivebr.com,12,0,0,0.019,0.0000000000,0.0000000000,0,0,13,46.15
anythingdiz.com,12,0,0,0.018,0.0000000000,0.0000000000,0,0,11,63.64
blendseries.com,12,0,0,0.014,0.0000000000,0.0000000000,0,0,11,18.18
4824.424.admeld,12,0,0,0.009,0.0000000000,0.0000000000,0,0,10,50.0
fidelity.rotator.hadj7.adjuggler.net,12,0,0,0.008,0.0000000000,0.0000000000,0,0,8,25.0
tvre1ease.com,12,0,0,0.006,0.0000000000,0.0000000000,0,0,10,20.0
accuradio.com,1192,0,5,4.280,0.0000000000,0.0041946309,0,0.856,1278,17.14
punchbowl.com,119,0,3,1.053,0.0000000000,0.0252100840,0,0.351,66,68.18
rogerebert.suntimes.com,119,0,3,0.642,0.0000000000,0.0252100840,0,0.214,118,15.25
thecelebritycafe.com,119,0,2,1.011,0.0000000000,0.0168067227,0,0.506,100,30.0
ap.lijit.com,119,0,1,0.163,0.0000000000,0.0084033613,0,0.163,95,26.32
onlineathens.com,118,0,4,0.558,0.0000000000,0.0338983051,0,0.140,106,20.75
14news.com,118,0,2,0.472,0.0000000000,0.0169491525,0,0.236,101,15.84
vrbo.com,118,0,2,0.382,0.0000000000,0.0169491525,0,0.191,100,32.0
glamtv.glam.com,118,0,1,0.548,0.0000000000,0.0084745763,0,0.548,94,15.96
ads1.888media.net,118,0,1,0.346,0.0000000000,0.0084745763,0,0.346,172,2.91
umbrellanews.com,118,0,0,0.358,0.0000000000,0.0000000000,0,0,142,4.93
firstcoastnews.com,117,0,2,0.630,0.0000000000,0.0170940171,0,0.315,97,11.34
rgj.com,117,0,1,0.652,0.0000000000,0.0085470085,0,0.652,104,22.12
vplayer.swagbucks.com,117,0,0,0.328,0.0000000000,0.0000000000,0,0,150,6.0
wnd.com,117,0,0,0.270,0.0000000000,0.0000000000,0,0,110,26.36
vipboxsports.eu,116,1,0,0.477,0.0086206897,0.0000000000,0.477,0,82,28.05
kitco.com,116,0,3,0.578,0.0000000000,0.0258620690,0,0.193,104,77.88
one-tvshows.eu,116,0,1,0.267,0.0000000000,0.0086206897,0,0.267,130,41.54
ad.afy11.net,1157,0,9,1.988,0.0000000000,0.0077787381,0,0.221,1136,26.14
fb.slingo.zynga.com,1156,0,9,3.719,0.0000000000,0.0077854671,0,0.413,1216,13.73
thoughtcatalog.com,1150,0,11,13.133,0.0000000000,0.0095652174,0,1.194,1111,33.84
nbc12.com,115,0,1,0.486,0.0000000000,0.0086956522,0,0.486,103,11.65
themorningsun.com,115,0,0,0.609,0.0000000000,0.0000000000,0,0,97,14.43
lubbockonline.com,114,0,1,0.549,0.0000000000,0.0087719298,0,0.549,87,11.49
mypodstudios.com,114,0,1,0.217,0.0000000000,0.0087719298,0,0.217,88,19.32
postandcourier.com,114,0,0,0.680,0.0000000000,0.0000000000,0,0,91,19.78
bismarcktribune.com,114,0,0,0.539,0.0000000000,0.0000000000,0,0,106,48.11
registerguard.com,113,0,2,0.695,0.0000000000,0.0176991150,0,0.348,101,54.46
18858.rubicon,113,0,1,0.331,0.0000000000,0.0088495575,0,0.331,108,35.19
tuscaloosanews.com,113,0,0,0.319,0.0000000000,0.0000000000,0,0,105,35.24
statcounter.com,1124,0,8,4.950,0.0000000000,0.0071174377,0,0.619,917,40.46
my.juno.com,1123,0,4,5.851,0.0000000000,0.0035618878,0,1.463,1079,14.46
plentyoffish.com,112,0,2,0.597,0.0000000000,0.0178571429,0,0.299,99,24.24
adn.static-files.com,112,0,1,0.879,0.0000000000,0.0089285714,0,0.879,84,28.57
pacebus.com,112,0,1,0.326,0.0000000000,0.0089285714,0,0.326,70,32.86
thehuddle.com,112,0,0,0.698,0.0000000000,0.0000000000,0,0,106,39.62
tamu.247sports.com,112,0,0,0.680,0.0000000000,0.0000000000,0,0,73,13.7
notalwaysright.com,1118,0,2,2.467,0.0000000000,0.0017889088,0,1.234,911,30.41
chron.com,1118,0,16,5.982,0.0000000000,0.0143112701,0,0.374,947,30.41
denverpost.com,1112,0,17,5.933,0.0000000000,0.0152877698,0,0.349,980,9.18
wsbt.com,111,0,3,0.544,0.0000000000,0.0270270270,0,0.181,87,16.09
allaccess.com,111,0,2,0.414,0.0000000000,0.0180180180,0,0.207,99,13.13
ads.bossip.com,111,0,2,0.305,0.0000000000,0.0180180180,0,0.153,94,8.51
skinnyvscurvy.com,111,0,0,0.576,0.0000000000,0.0000000000,0,0,116,13.79
runrocknroll.competitor.com,110,0,4,0.348,0.0000000000,0.0363636364,0,0.087,82,30.49
clickorlando.com,110,0,1,0.741,0.0000000000,0.0090909091,0,0.741,108,27.78
cyclingnews.com,110,0,0,1.154,0.0000000000,0.0000000000,0,0,89,49.44
adserv.brandaffinity.net,110,0,0,0.335,0.0000000000,0.0000000000,0,0,229,5.24
obnug.com,11,1,0,0.045,0.0909090909,0.0000000000,0.045,0,10,30.0
ramforumz.com,11,0,2,0.029,0.0000000000,0.1818181818,0,0.015,9,33.33
pronto.com,11,0,1,0.084,0.0000000000,0.0909090909,0,0.084,9,11.11
graphicsfairy.blogspot.com,11,0,1,0.068,0.0000000000,0.0909090909,0,0.068,11,9.09
cdncache2-a.akamaihd.net,11,0,1,0.066,0.0000000000,0.0909090909,0,0.066,11,18.18
triblive.com,11,0,1,0.065,0.0000000000,0.0909090909,0,0.065,9,55.56
wsaw.com,11,0,1,0.065,0.0000000000,0.0909090909,0,0.065,4,25.0
tennisforum.com,11,0,1,0.061,0.0000000000,0.0909090909,0,0.061,10,10.0
kxlh.com,11,0,1,0.061,0.0000000000,0.0909090909,0,0.061,10,20.0
weddings.craftgossip.com,11,0,1,0.048,0.0000000000,0.0909090909,0,0.048,11,63.64
wbbl.com,11,0,1,0.044,0.0000000000,0.0909090909,0,0.044,8,37.5
allkidsnetwork.com,11,0,1,0.043,0.0000000000,0.0909090909,0,0.043,14,7.14
dailypress.com,11,0,1,0.041,0.0000000000,0.0909090909,0,0.041,5,20.0
freebookspot.es,11,0,1,0.032,0.0000000000,0.0909090909,0,0.032,7,14.29
linuxtopia.org,11,0,1,0.032,0.0000000000,0.0909090909,0,0.032,11,18.18
dfw.com,11,0,1,0.029,0.0000000000,0.0909090909,0,0.029,6,66.67
kidpics.areavoices.com,11,0,1,0.028,0.0000000000,0.0909090909,0,0.028,11,9.09
news2297.undertonebrandsafe.com,11,0,1,0.023,0.0000000000,0.0909090909,0,0.023,7,14.29
thesummitleague.org,11,0,1,0.022,0.0000000000,0.0909090909,0,0.022,12,8.33
youniversitytv.com,11,0,1,0.008,0.0000000000,0.0909090909,0,0.008,4,50.0
timeincsite16.com,11,0,0,0.093,0.0000000000,0.0000000000,0,0,11,36.36
232079-124311-bizo.com,11,0,0,0.091,0.0000000000,0.0000000000,0,0,12,58.33
khou.com,11,0,0,0.089,0.0000000000,0.0000000000,0,0,11,9.09
mixedmartialarts.com,11,0,0,0.077,0.0000000000,0.0000000000,0,0,6,50.0
newsplex.com,11,0,0,0.075,0.0000000000,0.0000000000,0,0,9,22.22
389.159.admeld,11,0,0,0.075,0.0000000000,0.0000000000,0,0,21,52.38
bobcesca.com,11,0,0,0.075,0.0000000000,0.0000000000,0,0,6,50.0
finheaven.com,11,0,0,0.074,0.0000000000,0.0000000000,0,0,8,12.5
picture2life.com,11,0,0,0.074,0.0000000000,0.0000000000,0,0,11,36.36
spotted.onlineathens.com,11,0,0,0.074,0.0000000000,0.0000000000,0,0,10,40.0
ktvn.com,11,0,0,0.073,0.0000000000,0.0000000000,0,0,11,27.27
waow.com,11,0,0,0.071,0.0000000000,0.0000000000,0,0,5,20.0
my350z.com,11,0,0,0.069,0.0000000000,0.0000000000,0,0,5,20.0
xfinity.comcast.net,11,0,0,0.064,0.0000000000,0.0000000000,0,0,16,50.0
webstg.tampabay.com,11,0,0,0.064,0.0000000000,0.0000000000,0,0,11,63.64
blogs.indystar.com,11,0,0,0.062,0.0000000000,0.0000000000,0,0,10,30.0
player.indymusic.tv,11,0,0,0.062,0.0000000000,0.0000000000,0,0,13,23.08
danicasdaily.com,11,0,0,0.061,0.0000000000,0.0000000000,0,0,12,25.0
stlouis.metromix.com,11,0,0,0.061,0.0000000000,0.0000000000,0,0,11,72.73
courierpostonline.com,11,0,0,0.061,0.0000000000,0.0000000000,0,0,6,16.67
vanillakitchen.blogspot.com,11,0,0,0.059,0.0000000000,0.0000000000,0,0,11,45.45
herald-mail.com,11,0,0,0.059,0.0000000000,0.0000000000,0,0,11,18.18
argusleader.gannettonline.com,11,0,0,0.058,0.0000000000,0.0000000000,0,0,9,22.22
burlingtonfreepress.com,11,0,0,0.058,0.0000000000,0.0000000000,0,0,5,40.0
tampa.cbslocal.com,11,0,0,0.057,0.0000000000,0.0000000000,0,0,11,45.45
durangoherald.com,11,0,0,0.053,0.0000000000,0.0000000000,0,0,6,16.67
realitytvfashion.com,11,0,0,0.052,0.0000000000,0.0000000000,0,0,9,44.44
triangle.com,11,0,0,0.052,0.0000000000,0.0000000000,0,0,6,16.67
premierguitar.com,11,0,0,0.052,0.0000000000,0.0000000000,0,0,9,22.22
jamhands.net,11,0,0,0.051,0.0000000000,0.0000000000,0,0,14,7.14
best-horror-movies.com,11,0,0,0.051,0.0000000000,0.0000000000,0,0,6,33.33
oc.cityvoter.com,11,0,0,0.051,0.0000000000,0.0000000000,0,0,11,63.64
levelrevel.com,11,0,0,0.051,0.0000000000,0.0000000000,0,0,13,23.08
blog.oregonlive.com,11,0,0,0.050,0.0000000000,0.0000000000,0,0,12,16.67
sooeveningnews.com,11,0,0,0.049,0.0000000000,0.0000000000,0,0,10,10.0
trektoday.com,11,0,0,0.048,0.0000000000,0.0000000000,0,0,8,62.5
cache.thephoenix.com,11,0,0,0.048,0.0000000000,0.0000000000,0,0,9,11.11
rock.com,11,0,0,0.047,0.0000000000,0.0000000000,0,0,6,50.0
dailybarometer.com,11,0,0,0.047,0.0000000000,0.0000000000,0,0,11,18.18
newshounds.us,11,0,0,0.046,0.0000000000,0.0000000000,0,0,10,20.0
yocastclove.blogspot.co.uk,11,0,0,0.046,0.0000000000,0.0000000000,0,0,8,87.5
thecommittedindian.com,11,0,0,0.046,0.0000000000,0.0000000000,0,0,10,40.0
unskinnyboppy.com,11,0,0,0.045,0.0000000000,0.0000000000,0,0,14,14.29
artists.letssingit.com,11,0,0,0.045,0.0000000000,0.0000000000,0,0,6,16.67
twistedsifter.com,11,0,0,0.044,0.0000000000,0.0000000000,0,0,8,50.0
jukeforums.com,11,0,0,0.044,0.0000000000,0.0000000000,0,0,11,18.18
forums.appleinsider.com,11,0,0,0.044,0.0000000000,0.0000000000,0,0,11,27.27
lovelyish.com,11,0,0,0.044,0.0000000000,0.0000000000,0,0,8,37.5
realmilwaukeenow.com,11,0,0,0.043,0.0000000000,0.0000000000,0,0,13,30.77
zapcomic.com,11,0,0,0.043,0.0000000000,0.0000000000,0,0,7,42.86
epubbud.com,11,0,0,0.043,0.0000000000,0.0000000000,0,0,8,37.5
en.paperblog.com,11,0,0,0.043,0.0000000000,0.0000000000,0,0,8,12.5
new38728.undertonebrandsafe.com,11,0,0,0.042,0.0000000000,0.0000000000,0,0,7,57.14
wiki.rageofbahamut.com,11,0,0,0.042,0.0000000000,0.0000000000,0,0,7,28.57
