site_name_norm,imps,clicks,actions,spend,ctr,atr,cpc,cpa,vendor_impression_count,vendor_viewability_score
cheats.cheatgenius.com,5,0,0,0.005,0.0000000000,0.0000000000,0,0,5,80.0
celebgalz.com,5,0,0,0.004,0.0000000000,0.0000000000,0,0,5,60.0
ad.harrenmedianetwork.com,5,0,0,0.004,0.0000000000,0.0000000000,0,0,5,60.0
wwe-club.com,5,0,0,0.004,0.0000000000,0.0000000000,0,0,4,25.0
142528.appnexus,5,0,0,0.003,0.0000000000,0.0000000000,0,0,2,100.0
tourbar.info,5,0,0,0.003,0.0000000000,0.0000000000,0,0,3,33.33
oneonlinegames.com,5,0,0,0.002,0.0000000000,0.0000000000,0,0,5,80.0
30867.29297.pubmatic,5,0,0,0.002,0.0000000000,0.0000000000,0,0,14,14.29
meviodisplayads.com,497,0,2,0.880,0.0000000000,0.0040241449,0,0.440,654,10.7
theblaze.com,4928,2,18,17.503,0.0004058442,0.0036525974,8.752,0.972,4048,23.05
us-ads.openx.net,490,0,2,1.473,0.0000000000,0.0040816327,0,0.737,413,21.07
newsandbusiness.cpaxrtb.ca,49,0,2,0.130,0.0000000000,0.0408163265,0,0.065,46,52.17
mcclatchydc.com,49,0,1,0.146,0.0000000000,0.0204081633,0,0.146,47,63.83
mademan.com,49,0,1,0.142,0.0000000000,0.0204081633,0,0.142,20,25.0
oascentral.dominionenterprises.com,49,0,1,0.059,0.0000000000,0.0204081633,0,0.059,47,17.02
fmsads.com,49,0,1,0.043,0.0000000000,0.0204081633,0,0.043,119,3.36
162827-69715-bizo.com,49,0,0,0.447,0.0000000000,0.0000000000,0,0,41,12.2
wellhabits.com,49,0,0,0.323,0.0000000000,0.0000000000,0,0,41,7.32
myfoxal.com,49,0,0,0.223,0.0000000000,0.0000000000,0,0,40,22.5
marcandangel.com,49,0,0,0.204,0.0000000000,0.0000000000,0,0,43,16.28
poppit.pogo.com,49,0,0,0.196,0.0000000000,0.0000000000,0,0,59,66.1
planetf1.com,49,0,0,0.194,0.0000000000,0.0000000000,0,0,43,53.49
naplesnews.com,49,0,0,0.181,0.0000000000,0.0000000000,0,0,47,14.89
236485-69715-bizo.com,49,0,0,0.146,0.0000000000,0.0000000000,0,0,39,56.41
121248.appnexus,49,0,0,0.074,0.0000000000,0.0000000000,0,0,46,26.09
postbulletin.com,489,0,7,2.170,0.0000000000,0.0143149284,0,0.310,303,31.35
411.com,489,0,5,2.268,0.0000000000,0.0102249489,0,0.454,543,56.17
premium-site-34.com,484,0,2,1.676,0.0000000000,0.0041322314,0,0.838,303,30.69
new38654.undertonebrandsafe.com,483,0,1,0.993,0.0000000000,0.0020703934,0,0.993,529,29.3
tampabay.com,481,0,4,2.769,0.0000000000,0.0083160083,0,0.692,401,19.7
etonline.com,481,0,3,1.650,0.0000000000,0.0062370062,0,0.550,502,19.92
g35driver.com,48,0,1,0.337,0.0000000000,0.0208333333,0,0.337,23,21.74
boston.cbslocal.com,48,0,1,0.291,0.0000000000,0.0208333333,0,0.291,42,7.14
new29455.undertonebrandsafe.com,48,0,1,0.116,0.0000000000,0.0208333333,0,0.116,40,27.5
ksat.com,48,0,0,0.432,0.0000000000,0.0000000000,0,0,39,23.08
videos.transworld.net,48,0,0,0.314,0.0000000000,0.0000000000,0,0,40,7.5
dailygalaxy.com,48,0,0,0.266,0.0000000000,0.0000000000,0,0,31,22.58
data.desmoinesregister.com,48,0,0,0.263,0.0000000000,0.0000000000,0,0,58,17.24
new30696.undertonebrandsafe.com,48,0,0,0.125,0.0000000000,0.0000000000,0,0,38,31.58
amazon.com,48,0,0,0.121,0.0000000000,0.0000000000,0,0,46,23.91
offthebench.nbcsports.com,48,0,0,0.115,0.0000000000,0.0000000000,0,0,39,61.54
quickgirlgames.com,48,0,0,0.047,0.0000000000,0.0000000000,0,0,31,6.45
495communications.com,48,0,0,0.042,0.0000000000,0.0000000000,0,0,45,15.56
adconductor.com,48,0,0,0.031,0.0000000000,0.0000000000,0,0,45,28.89
14431.rubicon,478,0,2,1.127,0.0000000000,0.0041841004,0,0.564,507,49.9
universalaudienceplatform7.com,477,0,5,1.294,0.0000000000,0.0104821803,0,0.259,420,21.9
tigerdroppings.com,477,0,2,2.289,0.0000000000,0.0041928721,0,1.145,389,17.48
movietickets.com,471,1,3,2.086,0.0021231423,0.0063694268,2.086,0.695,371,42.86
notdoppler.com,47,2,0,0.252,0.0425531915,0.0000000000,0.126,0,44,75.0
gopherhole.com,47,1,2,0.160,0.0212765957,0.0425531915,0.160,0.080,36,41.67
highfashionmagazine.com,47,1,0,0.274,0.0212765957,0.0000000000,0.274,0,35,25.71
desmoinesregister.com,47,0,2,0.256,0.0000000000,0.0425531915,0,0.128,42,9.52
skysports.com,47,0,1,0.208,0.0000000000,0.0212765957,0,0.208,42,33.33
azstarnet.com,47,0,1,0.171,0.0000000000,0.0212765957,0,0.171,44,20.45
ktvz.com,47,0,0,0.461,0.0000000000,0.0000000000,0,0,43,23.26
volnation.com,47,0,0,0.314,0.0000000000,0.0000000000,0,0,33,18.18
talk.collegeconfidential.com,47,0,0,0.305,0.0000000000,0.0000000000,0,0,36,36.11
updown.com,47,0,0,0.304,0.0000000000,0.0000000000,0,0,68,57.35
dreamincode.net,47,0,0,0.276,0.0000000000,0.0000000000,0,0,43,60.47
newsok.com,47,0,0,0.250,0.0000000000,0.0000000000,0,0,39,41.03
neatorama.com,47,0,0,0.245,0.0000000000,0.0000000000,0,0,44,18.18
bigten.xofan.com,47,0,0,0.217,0.0000000000,0.0000000000,0,0,35,14.29
clintonherald.com,47,0,0,0.210,0.0000000000,0.0000000000,0,0,36,11.11
wjr.com,47,0,0,0.199,0.0000000000,0.0000000000,0,0,41,17.07
dailyfreshies.com,47,0,0,0.195,0.0000000000,0.0000000000,0,0,17,29.41
apartmentfinder.com,47,0,0,0.149,0.0000000000,0.0000000000,0,0,73,5.48
satwcomic.com,47,0,0,0.147,0.0000000000,0.0000000000,0,0,42,14.29
universalaudienceplatform49.com,47,0,0,0.122,0.0000000000,0.0000000000,0,0,46,43.48
bigredkitchen.com,47,0,0,0.109,0.0000000000,0.0000000000,0,0,26,7.69
game3.pogo.com,47,0,0,0.090,0.0000000000,0.0000000000,0,0,22,95.45
fb-zc1.cityville.zynga.com,469,0,0,1.247,0.0000000000,0.0000000000,0,0,294,15.65
go.srvnow.com,466,0,1,0.546,0.0000000000,0.0021459227,0,0.546,403,1.49
imleagues.com,465,0,10,2.149,0.0000000000,0.0215053763,0,0.215,418,20.1
weather.minnesota.cbslocal.com,46,0,3,0.264,0.0000000000,0.0652173913,0,0.088,35,17.14
thebudgetbabe.com,46,0,3,0.228,0.0000000000,0.0652173913,0,0.076,52,50.0
automadic.com,46,0,2,0.405,0.0000000000,0.0434782609,0,0.203,47,17.02
florida.247sports.com,46,0,1,0.212,0.0000000000,0.0217391304,0,0.212,35,22.86
myfoxchicago.com,46,0,1,0.128,0.0000000000,0.0217391304,0,0.128,35,5.71
kwqc.com,46,0,0,0.296,0.0000000000,0.0000000000,0,0,40,37.5
recordpub.com,46,0,0,0.293,0.0000000000,0.0000000000,0,0,40,37.5
mapmyrun.com,46,0,0,0.210,0.0000000000,0.0000000000,0,0,46,19.57
xcom.nexusmods.com,46,0,0,0.194,0.0000000000,0.0000000000,0,0,50,52.0
w11.zetaboards.com,46,0,0,0.098,0.0000000000,0.0000000000,0,0,63,50.79
ox-d.bbm.servedbyopenx.com,46,0,0,0.095,0.0000000000,0.0000000000,0,0,54,16.67
theclearlydope.tumblr.com,46,0,0,0.086,0.0000000000,0.0000000000,0,0,46,19.57
147529.appnexus,46,0,0,0.057,0.0000000000,0.0000000000,0,0,34,11.76
zc-prod-pt-fb.frontier.zynga.com,458,0,1,1.717,0.0000000000,0.0021834061,0,1.717,440,31.59
gainesville.com,456,0,6,1.068,0.0000000000,0.0131578947,0,0.178,372,23.66
screenrant.com,456,0,3,0.854,0.0000000000,0.0065789474,0,0.285,556,7.01
rmgsports1.microsoftadvertisingexchange.com,454,0,3,0.438,0.0000000000,0.0066079295,0,0.146,494,2.23
ohnotheydidnt.com,451,0,3,0.848,0.0000000000,0.0066518847,0,0.283,371,15.36
universalaudienceplatform44.com,450,0,3,1.149,0.0000000000,0.0066666667,0,0.383,350,42.57
144874.appnexus,450,0,1,1.723,0.0000000000,0.0022222222,0,1.723,205,3.9
static.castto.me,45,1,1,0.045,0.0222222222,0.0222222222,0.045,0.045,50,12.0
insidecelebritygossip.com,45,1,0,0.166,0.0222222222,0.0000000000,0.166,0,15,13.33
gucomics.com,45,0,2,0.147,0.0000000000,0.0444444444,0,0.074,31,54.84
heraldonline.com,45,0,2,0.136,0.0000000000,0.0444444444,0,0.068,33,24.24
timeincsite7.com,45,0,1,0.330,0.0000000000,0.0222222222,0,0.330,50,40.0
newsarama.com,45,0,1,0.130,0.0000000000,0.0222222222,0,0.130,32,21.88
new37083.undertonebrandsafe.com,45,0,1,0.114,0.0000000000,0.0222222222,0,0.114,49,10.2
dynamo.dictionary.com,45,0,1,0.106,0.0000000000,0.0222222222,0,0.106,45,8.89
badassdigest.com,45,0,1,0.104,0.0000000000,0.0222222222,0,0.104,35,48.57
126830.appnexus,45,0,1,0.049,0.0000000000,0.0222222222,0,0.049,36,16.67
wlextv.com,45,0,0,0.318,0.0000000000,0.0000000000,0,0,45,55.56
arizona.247sports.com,45,0,0,0.287,0.0000000000,0.0000000000,0,0,29,13.79
autoguide.com,45,0,0,0.254,0.0000000000,0.0000000000,0,0,28,32.14
kfor.com,45,0,0,0.241,0.0000000000,0.0000000000,0,0,39,12.82
iphonefaq.org,45,0,0,0.217,0.0000000000,0.0000000000,0,0,40,45.0
rachaelrayshow.com,45,0,0,0.156,0.0000000000,0.0000000000,0,0,40,32.5
football.fantasysports.yahoo.com,45,0,0,0.140,0.0000000000,0.0000000000,0,0,245,9.8
thebestnotes.com,45,0,0,0.123,0.0000000000,0.0000000000,0,0,36,22.22
pintester.com,45,0,0,0.121,0.0000000000,0.0000000000,0,0,39,35.9
120179.appnexus,45,0,0,0.057,0.0000000000,0.0000000000,0,0,45,28.89
ww3.thirdage.com,45,0,0,0.055,0.0000000000,0.0000000000,0,0,32,6.25
119252.appnexus,45,0,0,0.038,0.0000000000,0.0000000000,0,0,50,16.0
da-ads.com,447,0,2,1.314,0.0000000000,0.0044742729,0,0.657,377,20.42
zy-0.castle.zynga.com,447,0,1,1.981,0.0000000000,0.0022371365,0,1.981,412,0.97
thebiglead.com,445,0,4,3.204,0.0000000000,0.0089887640,0,0.801,399,17.29
coxdigitalsolutions.com,441,0,4,3.554,0.0000000000,0.0090702948,0,0.889,367,21.8
ads.lfstmedia.com,440,0,4,1.690,0.0000000000,0.0090909091,0,0.423,379,23.48
videos.modamob.com,44,1,0,0.141,0.0227272727,0.0000000000,0.141,0,57,10.53
germantownnow.com,44,0,1,0.310,0.0000000000,0.0227272727,0,0.310,44,2.27
whig.com,44,0,1,0.301,0.0000000000,0.0227272727,0,0.301,32,25.0
fdlreporter.com,44,0,1,0.245,0.0000000000,0.0227272727,0,0.245,38,26.32
racinggames360.com,44,0,1,0.234,0.0000000000,0.0227272727,0,0.234,53,18.87
ibtimes.co.uk,44,0,1,0.200,0.0000000000,0.0227272727,0,0.200,41,36.59
ask.com,44,0,1,0.136,0.0000000000,0.0227272727,0,0.136,43,16.28
classmates.com,44,0,0,0.397,0.0000000000,0.0000000000,0,0,35,17.14
thisweeknews.com,44,0,0,0.346,0.0000000000,0.0000000000,0,0,42,47.62
ktnv.com,44,0,0,0.293,0.0000000000,0.0000000000,0,0,41,2.44
rogerebert.com,44,0,0,0.218,0.0000000000,0.0000000000,0,0,42,9.52
madisonrecord.com,44,0,0,0.195,0.0000000000,0.0000000000,0,0,42,19.05
mangachapter.net,44,0,0,0.190,0.0000000000,0.0000000000,0,0,41,7.32
forums.the-ozone.net,44,0,0,0.176,0.0000000000,0.0000000000,0,0,33,51.52
tvovermind.com,44,0,0,0.142,0.0000000000,0.0000000000,0,0,31,32.26
widdershinscomic.com,44,0,0,0.124,0.0000000000,0.0000000000,0,0,41,24.39
new34327.undertonebrandsafe.com,44,0,0,0.104,0.0000000000,0.0000000000,0,0,35,28.57
c15215412.ssl.cf2.rackcdn.com,439,0,0,0.537,0.0000000000,0.0000000000,0,0,267,26.22
fox6now.com,438,0,7,1.855,0.0000000000,0.0159817352,0,0.265,388,9.02
ratemyprofessors.com,432,0,5,1.840,0.0000000000,0.0115740741,0,0.368,452,14.38
inforum.com,431,0,3,1.061,0.0000000000,0.0069605568,0,0.354,377,19.89
squidoo.com,43,0,3,0.161,0.0000000000,0.0697674419,0,0.054,52,25.0
socialchique.com,43,0,2,0.141,0.0000000000,0.0465116279,0,0.071,40,40.0
new29885.undertonebrandsafe.com,43,0,2,0.107,0.0000000000,0.0465116279,0,0.054,35,22.86
baltimore.cbslocal.com,43,0,1,0.250,0.0000000000,0.0232558140,0,0.250,35,28.57
hdforums.com,43,0,1,0.217,0.0000000000,0.0232558140,0,0.217,40,32.5
womensforum.com,43,0,1,0.152,0.0000000000,0.0232558140,0,0.152,34,14.71
dailydot.com,43,0,1,0.148,0.0000000000,0.0232558140,0,0.148,42,50.0
myfoxhouston.com,43,0,1,0.141,0.0000000000,0.0232558140,0,0.141,35,17.14
wgal.com,43,0,1,0.100,0.0000000000,0.0232558140,0,0.100,36,8.33
worth1000.com,43,0,1,0.078,0.0000000000,0.0232558140,0,0.078,38,36.84
nciku.com,43,0,0,0.312,0.0000000000,0.0000000000,0,0,41,9.76
collegehockeynews.com,43,0,0,0.283,0.0000000000,0.0000000000,0,0,23,8.7
louisville.metromix.com,43,0,0,0.256,0.0000000000,0.0000000000,0,0,26,19.23
digtriad.com,43,0,0,0.244,0.0000000000,0.0000000000,0,0,36,8.33
dodgeforum.com,43,0,0,0.225,0.0000000000,0.0000000000,0,0,34,29.41
us.match.com,43,0,0,0.211,0.0000000000,0.0000000000,0,0,84,33.33
arcadepie.com,43,0,0,0.204,0.0000000000,0.0000000000,0,0,52,17.31
fox23.com,43,0,0,0.195,0.0000000000,0.0000000000,0,0,37,13.51
rrstar.com,43,0,0,0.181,0.0000000000,0.0000000000,0,0,35,5.71
homeescapade.com,43,0,0,0.168,0.0000000000,0.0000000000,0,0,63,7.94
femalefirst.co.uk,43,0,0,0.166,0.0000000000,0.0000000000,0,0,32,31.25
unfriendable.com,43,0,0,0.119,0.0000000000,0.0000000000,0,0,40,30.0
kansas.com,43,0,0,0.117,0.0000000000,0.0000000000,0,0,46,32.61
zeldadungeon.net,43,0,0,0.110,0.0000000000,0.0000000000,0,0,27,22.22
new40228.undertonebrandsafe.com,43,0,0,0.102,0.0000000000,0.0000000000,0,0,34,17.65
b9eea73ba680dce3a4eb-d634b43ec8721492ceaf75e4388e2818.r56.cf2.rackcdn.com,43,0,0,0.052,0.0000000000,0.0000000000,0,0,27,3.7
rmgentertainment1.microsoftadvertisingexchange.com,428,0,5,0.796,0.0000000000,0.0116822430,0,0.159,364,22.25
adserving.cpxinteractive.com,426,0,1,0.518,0.0000000000,0.0023474178,0,0.518,734,7.36
129077.appnexus,424,0,7,1.649,0.0000000000,0.0165094340,0,0.236,417,56.35
local12.com,423,0,2,1.870,0.0000000000,0.0047281324,0,0.935,375,10.13
velonews.competitor.com,421,0,0,1.229,0.0000000000,0.0000000000,0,0,313,44.41
rmggeneral1.microsoftadvertisingexchange.com,420,0,4,0.408,0.0000000000,0.0095238095,0,0.102,393,26.97
kgun9.com,42,0,1,0.235,0.0000000000,0.0238095238,0,0.235,27,37.04
todaysthv.com,42,0,1,0.232,0.0000000000,0.0238095238,0,0.232,40,17.5
citizen-times.com,42,0,1,0.213,0.0000000000,0.0238095238,0,0.213,38,10.53
arcadeciti.com,42,0,1,0.167,0.0000000000,0.0238095238,0,0.167,41,12.2
theage.com.au,42,0,1,0.161,0.0000000000,0.0238095238,0,0.161,32,37.5
fox17online.com,42,0,1,0.156,0.0000000000,0.0238095238,0,0.156,38,10.53
yakimaherald.com,42,0,1,0.131,0.0000000000,0.0238095238,0,0.131,42,2.38
nbcsports.msnbc.com,42,0,1,0.124,0.0000000000,0.0238095238,0,0.124,36,38.89
grosgrainfabulous.blogspot.com,42,0,1,0.121,0.0000000000,0.0238095238,0,0.121,25,16.0
blackgirllonghair.com,42,0,1,0.115,0.0000000000,0.0238095238,0,0.115,43,18.6
live.freep.com,42,0,1,0.075,0.0000000000,0.0238095238,0,0.075,60,25.0
latinospost.com,42,0,1,0.063,0.0000000000,0.0238095238,0,0.063,33,15.15
entrelatinas.com,42,0,0,0.318,0.0000000000,0.0000000000,0,0,68,4.41
fftoolbox.com,42,0,0,0.277,0.0000000000,0.0000000000,0,0,36,11.11
kcautv.com,42,0,0,0.277,0.0000000000,0.0000000000,0,0,38,13.16
122558.appnexus,42,0,0,0.230,0.0000000000,0.0000000000,0,0,28,21.43
centralfloridafuture.com,42,0,0,0.216,0.0000000000,0.0000000000,0,0,39,20.51
tennessee.247sports.com,42,0,0,0.216,0.0000000000,0.0000000000,0,0,42,26.19
ladyshopspot.com,42,0,0,0.215,0.0000000000,0.0000000000,0,0,34,2.94
flickgames.com,42,0,0,0.209,0.0000000000,0.0000000000,0,0,40,7.5
mmamania.com,42,0,0,0.182,0.0000000000,0.0000000000,0,0,31,6.45
thephoenix.com,42,0,0,0.173,0.0000000000,0.0000000000,0,0,23,13.04
corvetteforum.com,42,0,0,0.171,0.0000000000,0.0000000000,0,0,29,34.48
sportsgame.org,42,0,0,0.169,0.0000000000,0.0000000000,0,0,51,27.45
freegametopia.com,42,0,0,0.156,0.0000000000,0.0000000000,0,0,38,15.79
starcitygames.com,42,0,0,0.143,0.0000000000,0.0000000000,0,0,30,46.67
theinsider.com,42,0,0,0.135,0.0000000000,0.0000000000,0,0,38,15.79
smartmomdeals.com,42,0,0,0.128,0.0000000000,0.0000000000,0,0,68,11.76
fb.playhotshotgame.com,42,0,0,0.093,0.0000000000,0.0000000000,0,0,50,18.0
sshuffle3.sgsapps.com,42,0,0,0.068,0.0000000000,0.0000000000,0,0,39,61.54
myfox8.com,418,0,2,2.002,0.0000000000,0.0047846890,0,1.001,390,11.03
start.toshiba.com,417,0,5,0.844,0.0000000000,0.0119904077,0,0.169,413,1.21
web.stagram.com,417,0,0,0.614,0.0000000000,0.0000000000,0,0,359,34.26
new40610.undertonebrandsafe.com,415,0,8,0.941,0.0000000000,0.0192771084,0,0.118,371,59.57
journalstar.com,414,0,1,2.052,0.0000000000,0.0024154589,0,2.052,349,39.26
cincinnatibell.net,413,0,4,0.906,0.0000000000,0.0096852300,0,0.227,371,2.16
rmgentertainment2.microsoftadvertisingexchange.com,412,0,8,0.599,0.0000000000,0.0194174757,0,0.075,366,18.85
ch131.so,411,0,6,0.521,0.0000000000,0.0145985401,0,0.087,264,42.8
theunlockr.com,41,0,1,0.303,0.0000000000,0.0243902439,0,0.303,28,28.57
wqow.com,41,0,1,0.269,0.0000000000,0.0243902439,0,0.269,29,34.48
southtownstar.suntimes.com,41,0,1,0.188,0.0000000000,0.0243902439,0,0.188,42,28.57
femmezine.com,41,0,1,0.176,0.0000000000,0.0243902439,0,0.176,39,15.38
gadgetreview.com,41,0,1,0.112,0.0000000000,0.0243902439,0,0.112,30,13.33
jobshq.com,41,0,1,0.106,0.0000000000,0.0243902439,0,0.106,38,15.79
picstache.com,41,0,1,0.106,0.0000000000,0.0243902439,0,0.106,59,27.12
macenstein.com,41,0,1,0.082,0.0000000000,0.0243902439,0,0.082,40,22.5
k12reader.com,41,0,1,0.077,0.0000000000,0.0243902439,0,0.077,34,20.59
130483.appnexus,41,0,0,0.301,0.0000000000,0.0000000000,0,0,35,28.57
roadkillrescue.net,41,0,0,0.245,0.0000000000,0.0000000000,0,0,40,7.5
d3.centralnervous.net,41,0,0,0.234,0.0000000000,0.0000000000,0,0,33,21.21
kmtr.com,41,0,0,0.231,0.0000000000,0.0000000000,0,0,35,8.57
khon2.com,41,0,0,0.225,0.0000000000,0.0000000000,0,0,34,35.29
actionnewsjax.com,41,0,0,0.204,0.0000000000,0.0000000000,0,0,29,13.79
gamedestroyer.com,41,0,0,0.184,0.0000000000,0.0000000000,0,0,48,16.67
brilliantriches.com,41,0,0,0.172,0.0000000000,0.0000000000,0,0,47,10.64
gazette.com,41,0,0,0.148,0.0000000000,0.0000000000,0,0,35,31.43
framework.latimes.com,41,0,0,0.130,0.0000000000,0.0000000000,0,0,31,3.23
m2.feiwei.tv,41,0,0,0.118,0.0000000000,0.0000000000,0,0,39,30.77
candicomics.com,41,0,0,0.115,0.0000000000,0.0000000000,0,0,28,42.86
femguide.com,41,0,0,0.113,0.0000000000,0.0000000000,0,0,25,4.0
twittascope.com,41,0,0,0.111,0.0000000000,0.0000000000,0,0,41,26.83
new40115.undertonebrandsafe.com,41,0,0,0.101,0.0000000000,0.0000000000,0,0,30,30.0
images.search.yahoo.com,41,0,0,0.101,0.0000000000,0.0000000000,0,0,28,7.14
encodeuricomponent(top.window.location),41,0,0,0.086,0.0000000000,0.0000000000,0,0,36,19.44
kaaltv.com,41,0,0,0.082,0.0000000000,0.0000000000,0,0,21,4.76
youtubevideodownload.com,41,0,0,0.072,0.0000000000,0.0000000000,0,0,13,15.38
delivery.enigmaadserver.com,409,0,9,0.951,0.0000000000,0.0220048900,0,0.106,411,21.9
fb.rubyrush.zynga.com,409,0,0,1.032,0.0000000000,0.0000000000,0,0,375,13.6
myfoxtwincities.com,407,0,4,0.899,0.0000000000,0.0098280098,0,0.225,334,20.36
145925.appnexus,404,0,8,2.502,0.0000000000,0.0198019802,0,0.313,365,6.85
125512.appnexus,403,1,1,1.836,0.0024813896,0.0024813896,1.836,1.836,351,22.51
healthgrades.com,402,0,14,1.196,0.0000000000,0.0348258706,0,0.085,328,9.76
izismile.com,400,0,1,1.717,0.0000000000,0.0025000000,0,1.717,338,23.08
inspiredbycharm.com,40,0,5,0.133,0.0000000000,0.1250000000,0,0.027,43,11.63
67065.appnexus,40,0,2,0.286,0.0000000000,0.0500000000,0,0.143,26,23.08
sportsoverdose.com,40,0,1,0.248,0.0000000000,0.0250000000,0,0.248,32,21.88
job-interview-site.com,40,0,1,0.189,0.0000000000,0.0250000000,0,0.189,34,14.71
thelantern.com,40,0,1,0.167,0.0000000000,0.0250000000,0,0.167,35,11.43
malco.com,40,0,1,0.129,0.0000000000,0.0250000000,0,0.129,32,34.38
buttersafe.com,40,0,1,0.103,0.0000000000,0.0250000000,0,0.103,46,17.39
awoiaf.westeros.org,40,0,1,0.101,0.0000000000,0.0250000000,0,0.101,33,18.18
rmgbusiness1.microsoftadvertisingexchange.com,40,0,1,0.061,0.0000000000,0.0250000000,0,0.061,22,4.55
ikongames.com,40,0,1,0.050,0.0000000000,0.0250000000,0,0.050,31,12.9
dynastyleaguefootball.com,40,0,0,0.370,0.0000000000,0.0000000000,0,0,27,7.41
ducati.ms,40,0,0,0.352,0.0000000000,0.0000000000,0,0,40,10.0
tvfoodmaps.com,40,0,0,0.320,0.0000000000,0.0000000000,0,0,43,6.98
abc3340.com,40,0,0,0.280,0.0000000000,0.0000000000,0,0,34,14.71
wiki.teamliquid.net,40,0,0,0.260,0.0000000000,0.0000000000,0,0,30,26.67
9wsyr.com,40,0,0,0.244,0.0000000000,0.0000000000,0,0,37,16.22
mafia-arcade.com,40,0,0,0.223,0.0000000000,0.0000000000,0,0,41,12.2
usell.com,40,0,0,0.202,0.0000000000,0.0000000000,0,0,41,46.34
volokh.com,40,0,0,0.182,0.0000000000,0.0000000000,0,0,29,34.48
navywifecook.com,40,0,0,0.168,0.0000000000,0.0000000000,0,0,27,3.7
phonescoop.com,40,0,0,0.165,0.0000000000,0.0000000000,0,0,31,29.03
247puzzle.com,40,0,0,0.155,0.0000000000,0.0000000000,0,0,50,10.0
counterkicks.com,40,0,0,0.133,0.0000000000,0.0000000000,0,0,21,4.76
uk.eurosport.yahoo.com,40,0,0,0.121,0.0000000000,0.0000000000,0,0,73,46.58
fitsugar.com,40,0,0,0.115,0.0000000000,0.0000000000,0,0,27,14.81
new29453.undertonebrandsafe.com,40,0,0,0.096,0.0000000000,0.0000000000,0,0,33,6.06
bestofyoutube.com,40,0,0,0.096,0.0000000000,0.0000000000,0,0,46,19.57
livingnewsstories.com,40,0,0,0.088,0.0000000000,0.0000000000,0,0,34,5.88
forgifs.com,40,0,0,0.074,0.0000000000,0.0000000000,0,0,35,8.57
07-ros-btf-laplacemedia.fr,40,0,0,0.068,0.0000000000,0.0000000000,0,0,38,7.89
138355.appnexus,40,0,0,0.057,0.0000000000,0.0000000000,0,0,31,22.58
lexingtongasprices.com,4,1,0,0.003,0.2500000000,0.0000000000,0.003,0,4,50.0
community.tasteofhome.com,4,0,1,0.034,0.0000000000,0.2500000000,0,0.034,3,33.33
illinoishomepage.net,4,0,1,0.028,0.0000000000,0.2500000000,0,0.028,29,27.59
freetypinggame.net,4,0,1,0.027,0.0000000000,0.2500000000,0,0.027,5,40.0
quickandsimple.com,4,0,1,0.026,0.0000000000,0.2500000000,0,0.026,4,25.0
cookingchanneltv.com,4,0,1,0.023,0.0000000000,0.2500000000,0,0.023,4,100.0
167238-69820-bizo.com,4,0,1,0.022,0.0000000000,0.2500000000,0,0.022,4,50.0
popularscreensavers.com,4,0,1,0.022,0.0000000000,0.2500000000,0,0.022,3,33.33
best.krem.com,4,0,1,0.020,0.0000000000,0.2500000000,0,0.020,3,66.67
news.gooya.com,4,0,1,0.020,0.0000000000,0.2500000000,0,0.020,4,50.0
sogoodblog.com,4,0,1,0.015,0.0000000000,0.2500000000,0,0.015,4,75.0
beyondkimchee.com,4,0,1,0.015,0.0000000000,0.2500000000,0,0.015,4,50.0
detroit.cityvoter.com,4,0,1,0.013,0.0000000000,0.2500000000,0,0.013,2,50.0
wzpl.com,4,0,1,0.013,0.0000000000,0.2500000000,0,0.013,4,50.0
q104.cbslocal.com,4,0,1,0.012,0.0000000000,0.2500000000,0,0.012,3,33.33
hornets247.com,4,0,1,0.010,0.0000000000,0.2500000000,0,0.010,3,33.33
darksidersdungeon.net,4,0,1,0.010,0.0000000000,0.2500000000,0,0.010,7,42.86
cnycentral.com,4,0,1,0.008,0.0000000000,0.2500000000,0,0.008,3,66.67
abovetheinternet.org,4,0,1,0.005,0.0000000000,0.2500000000,0,0.005,2,100.0
wbli.com,4,0,0,0.057,0.0000000000,0.0000000000,0,0,4,75.0
darthhater.com,4,0,0,0.053,0.0000000000,0.0000000000,0,0,4,25.0
thecwaustin.com,4,0,0,0.052,0.0000000000,0.0000000000,0,0,4,25.0
interactives.wpri.com,4,0,0,0.049,0.0000000000,0.0000000000,0,0,3,33.33
milenio.com,4,0,0,0.046,0.0000000000,0.0000000000,0,0,7,14.29
contests.woodtv.com,4,0,0,0.042,0.0000000000,0.0000000000,0,0,4,50.0
jazjaz.net,4,0,0,0.042,0.0000000000,0.0000000000,0,0,4,25.0
smallnetbuilder.com,4,0,0,0.041,0.0000000000,0.0000000000,0,0,4,25.0
greatescapetheaters.com,4,0,0,0.040,0.0000000000,0.0000000000,0,0,4,50.0
feelslike98.com,4,0,0,0.037,0.0000000000,0.0000000000,0,0,4,25.0
countryschatter.com,4,0,0,0.037,0.0000000000,0.0000000000,0,0,3,33.33
ivillage.com,4,0,0,0.036,0.0000000000,0.0000000000,0,0,6,66.67
delivery.zetabbs.com,4,0,0,0.034,0.0000000000,0.0000000000,0,0,3,33.33
savingsslider-a.akamaihd.net,4,0,0,0.033,0.0000000000,0.0000000000,0,0,4,50.0
beermugsports.com,4,0,0,0.033,0.0000000000,0.0000000000,0,0,4,25.0
schoolspring.com,4,0,0,0.033,0.0000000000,0.0000000000,0,0,3,100.0
